age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
48;management;1;tertiary;1;-13;1;0;cellular;15;may;20;6;291;2;other;0
66;retired;1;tertiary;0;1948;0;0;cellular;28;jan;216;1;91;4;success;1
43;blue-collar;0;secondary;0;24;0;0;cellular;12;may;68;1;363;1;failure;0
43;blue-collar;1;primary;0;188;1;0;cellular;12;may;58;3;347;5;failure;0
44;management;1;tertiary;0;724;1;0;cellular;17;nov;157;2;172;1;failure;0
53;admin.;2;secondary;0;26;1;0;cellular;7;may;56;1;359;1;failure;0
55;blue-collar;1;primary;0;1086;1;0;cellular;6;may;146;1;272;2;failure;0
38;housemaid;2;secondary;0;70;0;0;cellular;27;oct;255;3;148;1;success;1
43;technician;1;secondary;0;0;1;1;cellular;4;feb;539;8;204;5;failure;0
38;blue-collar;2;secondary;0;0;1;0;cellular;11;may;580;1;173;1;failure;0
40;technician;1;secondary;0;4441;1;0;cellular;20;nov;153;2;183;2;failure;0
71;unknown;1;tertiary;0;353;0;0;cellular;27;jan;208;1;93;2;failure;0
30;technician;0;tertiary;0;1185;1;0;cellular;30;apr;284;1;339;1;failure;0
32;blue-collar;1;secondary;0;2;1;0;cellular;15;may;16;9;309;1;failure;0
40;services;1;secondary;0;9374;1;0;cellular;21;nov;7;8;185;1;failure;0
31;admin.;2;secondary;0;360;0;0;cellular;15;may;332;1;297;2;other;0
28;technician;0;secondary;0;1532;0;0;cellular;22;may;253;1;107;5;failure;0
29;management;0;tertiary;0;1673;0;0;cellular;16;aug;200;2;159;3;other;0
70;retired;1;secondary;0;616;0;0;cellular;27;apr;149;2;182;1;failure;0
36;services;1;secondary;0;3064;1;0;telephone;26;aug;240;3;107;4;failure;0
31;services;0;secondary;0;481;1;0;cellular;20;nov;106;2;183;2;failure;0
28;admin.;1;secondary;0;12;1;0;cellular;30;jan;73;3;256;3;other;0
53;blue-collar;1;primary;0;53;1;0;cellular;7;apr;208;1;140;1;failure;0
40;blue-collar;1;primary;0;2805;1;0;cellular;14;may;173;6;353;23;failure;0
51;management;1;tertiary;0;1612;0;0;cellular;16;mar;384;1;182;5;failure;0
32;blue-collar;1;secondary;1;-53;1;0;cellular;16;apr;648;1;272;1;other;1
69;retired;0;tertiary;0;2144;0;0;cellular;29;jul;417;1;184;4;success;1
26;entrepreneur;1;tertiary;0;37;1;1;cellular;6;may;207;1;363;2;failure;0
34;management;1;tertiary;0;436;1;0;cellular;17;apr;28;1;345;1;failure;0
33;technician;0;secondary;0;647;1;1;cellular;4;feb;124;1;273;1;other;0
50;blue-collar;1;primary;0;2142;1;0;cellular;29;jan;309;2;224;1;other;0
33;services;0;secondary;0;358;1;0;cellular;7;may;302;1;356;3;failure;0
32;management;0;tertiary;0;473;1;0;cellular;11;may;72;2;361;1;other;0
37;management;1;tertiary;0;0;0;0;cellular;11;mar;129;4;107;2;failure;0
33;technician;1;tertiary;0;8023;0;0;cellular;25;feb;196;1;87;4;failure;0
21;student;0;secondary;0;6844;0;0;cellular;14;aug;126;3;127;7;other;0
53;unemployed;1;secondary;0;94;0;0;cellular;10;aug;493;1;181;14;success;1
57;retired;1;secondary;0;1044;0;0;telephone;11;jan;585;1;192;2;success;1
35;services;2;secondary;0;221;1;0;cellular;14;may;150;1;360;1;failure;0
27;student;0;tertiary;0;-148;1;0;cellular;11;sep;146;3;224;1;other;0
52;technician;1;tertiary;0;0;0;0;cellular;9;aug;145;3;94;4;success;0
31;management;0;tertiary;0;1130;1;0;cellular;17;apr;224;3;74;4;failure;0
48;blue-collar;1;secondary;0;480;1;0;cellular;15;may;830;1;352;2;failure;1
36;unemployed;1;secondary;0;-872;1;1;cellular;20;nov;153;1;183;1;failure;0
37;blue-collar;2;secondary;0;33;1;0;cellular;20;nov;106;2;167;1;failure;0
40;student;1;secondary;0;260;0;0;cellular;19;nov;52;1;152;6;failure;0
57;technician;1;secondary;0;589;1;0;cellular;2;feb;223;1;76;4;failure;0
30;technician;0;secondary;0;-522;1;1;cellular;5;may;670;2;286;6;failure;1
37;unemployed;1;secondary;0;1978;0;0;cellular;9;sep;404;1;182;1;success;1
53;admin.;1;secondary;0;459;0;0;cellular;14;oct;317;6;192;1;success;0
62;self-employed;2;tertiary;0;6;1;0;cellular;13;oct;216;1;183;4;success;1
38;technician;0;secondary;0;-242;1;0;cellular;18;may;1173;3;278;6;success;1
33;management;0;tertiary;0;201;1;0;cellular;19;nov;171;1;183;1;failure;0
58;retired;1;secondary;0;3382;0;1;cellular;28;may;294;2;309;2;failure;0
59;technician;1;secondary;0;2308;0;0;cellular;30;apr;815;1;87;1;other;1
50;technician;1;tertiary;0;199;1;1;cellular;3;feb;116;2;253;1;failure;0
35;admin.;1;secondary;0;147;1;1;cellular;29;jan;41;1;184;7;failure;0
52;management;1;secondary;0;335;0;0;cellular;21;oct;411;1;182;1;failure;1
54;self-employed;1;secondary;0;641;1;0;cellular;17;apr;472;1;148;2;failure;0
40;services;1;tertiary;0;35;0;0;cellular;3;jul;318;4;317;3;failure;0
40;services;0;secondary;0;1547;1;0;cellular;12;may;88;2;173;1;success;0
30;services;0;secondary;0;20;1;0;cellular;20;apr;404;6;340;1;failure;0
31;technician;0;secondary;0;1626;0;0;cellular;7;may;356;2;286;3;failure;0
70;retired;2;secondary;0;6850;0;0;telephone;5;mar;252;3;183;1;failure;0
83;retired;2;primary;0;0;0;0;telephone;31;may;664;1;77;3;success;0
50;management;2;tertiary;0;100;1;1;cellular;13;may;157;1;299;3;failure;0
27;student;0;secondary;0;8366;0;0;cellular;7;may;458;2;349;1;other;0
47;blue-collar;1;secondary;0;2548;1;0;cellular;11;may;577;1;368;1;other;0
51;blue-collar;1;primary;0;40;1;0;cellular;13;may;79;1;370;1;failure;0
32;admin.;1;secondary;0;0;1;1;cellular;17;nov;159;2;195;2;failure;0
40;technician;1;secondary;0;697;0;0;cellular;24;jun;220;2;219;2;other;0
38;blue-collar;0;secondary;0;13156;1;0;cellular;17;apr;291;4;331;1;failure;0
54;services;2;secondary;0;1012;1;0;cellular;12;may;33;3;175;2;other;0
30;technician;0;secondary;0;4787;1;0;cellular;18;nov;266;1;167;2;failure;0
31;blue-collar;1;secondary;0;3653;1;1;cellular;21;nov;252;1;168;4;failure;0
41;retired;0;primary;0;0;0;0;cellular;8;may;239;1;368;2;failure;0
35;blue-collar;1;secondary;0;305;1;0;cellular;18;may;7;7;367;25;failure;0
65;retired;1;primary;0;493;0;0;cellular;16;oct;622;1;182;1;failure;0
45;technician;1;secondary;0;999;1;0;cellular;20;nov;215;6;188;2;failure;0
45;management;0;tertiary;0;2048;1;0;cellular;18;oct;310;1;804;1;failure;1
40;management;1;tertiary;0;-17;1;1;cellular;11;may;474;1;256;1;success;1
35;technician;0;secondary;0;175;1;0;cellular;29;jan;219;1;246;1;failure;0
31;technician;0;secondary;0;4888;1;0;telephone;5;may;475;4;166;2;failure;0
49;blue-collar;0;primary;0;2146;1;0;cellular;7;may;1516;2;353;2;other;1
35;blue-collar;1;secondary;0;5304;1;0;cellular;20;nov;340;1;183;2;failure;0
37;management;1;primary;0;3953;1;0;cellular;6;apr;610;2;138;1;failure;0
29;management;0;tertiary;0;572;0;0;cellular;16;dec;314;1;195;1;success;1
31;admin.;0;secondary;0;223;1;0;cellular;17;apr;508;1;315;11;success;0
33;technician;0;secondary;0;920;1;0;cellular;21;nov;58;1;122;4;failure;0
38;management;0;tertiary;0;623;0;0;cellular;28;jun;297;4;144;4;other;1
33;technician;1;secondary;0;4790;1;0;cellular;20;apr;137;1;272;2;failure;0
53;blue-collar;1;primary;0;238;1;0;cellular;11;may;238;2;361;5;failure;0
31;unemployed;0;secondary;0;315;0;0;cellular;30;jan;130;1;2;1;other;0
45;management;1;tertiary;0;6945;0;0;cellular;5;aug;131;5;356;3;failure;0
32;technician;0;secondary;0;309;1;1;cellular;16;apr;346;1;234;3;failure;0
42;blue-collar;0;secondary;0;1080;1;1;cellular;13;may;951;3;370;4;failure;1
38;blue-collar;1;secondary;0;1205;1;0;cellular;20;apr;45;4;153;1;failure;0
28;blue-collar;1;secondary;0;1137;0;0;cellular;6;feb;129;4;211;3;other;0
44;entrepreneur;0;tertiary;0;1136;1;1;cellular;3;apr;345;2;249;7;other;0
